slug,asset,window_start,window_seconds,volume_usd,strike,sigma_per_sec,ticks,signal,signal_minute,signal_edge_up,p_poly_at_signal,p_fair_at_signal,fill_price,outcome,correct,pnl_naive,pnl_realistic,note
bitcoin-up-or-down-may-17-2026-10pm-et,bitcoin,2026-05-18 02:00:00+00:00,3600,42839.906398999985,77109.21,8.626751608677582e-05,60,DOWN,1.0,-0.0609293832334327,0.525,0.4640706167665672,0.49,DOWN,True,0.525,0.4952,
bitcoin-up-or-down-may-17-2026-11pm-et,bitcoin,2026-05-18 03:00:00+00:00,3600,47971.54578399999,76835.41,5.812838479837347e-05,60,UP,1.0,0.1113512491326068,0.545,0.6563512491326069,0.56,UP,True,0.4549999999999999,0.4237999999999999,
bitcoin-up-or-down-may-18-2026-12am-et,bitcoin,2026-05-18 04:00:00+00:00,3600,37617.054696,76924.66,5e-05,60,DOWN,4.0,-0.0680521504410092,0.575,0.5069478495589907,0.44,UP,False,-0.425,-0.4538,
bitcoin-up-or-down-may-18-2026-1am-et,bitcoin,2026-05-18 05:00:00+00:00,3600,68929.20719599996,77038.49,5e-05,60,DOWN,2.0,-0.0563521805484412,0.505,0.4486478194515587,0.51,DOWN,True,0.505,0.4748,
bitcoin-up-or-down-may-18-2026-2am-et,bitcoin,2026-05-18 06:00:00+00:00,3600,69820.32906799996,76931.4,5e-05,60,DOWN,5.0,-0.1277750864671031,0.505,0.3772249135328968,0.51,DOWN,True,0.505,0.4748,
bitcoin-up-or-down-may-18-2026-3am-et,bitcoin,2026-05-18 07:00:00+00:00,3600,50047.316185,76912.53,5.782881218341537e-05,60,DOWN,11.0,-0.0850951862393208,0.565,0.479904813760679,0.45,UP,False,-0.435,-0.4640000000000001,
bitcoin-up-or-down-may-18-2026-4am-et,bitcoin,2026-05-18 08:00:00+00:00,3600,64969.86305200005,77073.69,5.415646428434048e-05,60,UP,5.0,0.1101168926405108,0.525,0.6351168926405109,0.54,DOWN,False,-0.525,-0.5558000000000001,
bitcoin-up-or-down-may-18-2026-5am-et,bitcoin,2026-05-18 09:00:00+00:00,3600,37598.89743700003,77040.43,5e-05,60,DOWN,3.0,-0.1133968883800355,0.52,0.4066031116199644,0.495,DOWN,True,0.52,0.4901,
bitcoin-up-or-down-may-18-2026-6am-et,bitcoin,2026-05-18 10:00:00+00:00,3600,38382.31038599994,76933.17,5e-05,60,DOWN,5.0,-0.1000049746809222,0.485,0.3849950253190777,0.53,DOWN,True,0.485,0.4543999999999999,
bitcoin-up-or-down-may-18-2026-7am-et,bitcoin,2026-05-18 11:00:00+00:00,3600,64270.78670500007,76764.75,5e-05,60,DOWN,1.0,-0.1364547294897306,0.545,0.4085452705102694,0.47,UP,False,-0.4549999999999999,-0.4844,
bitcoin-up-or-down-may-18-2026-8am-et,bitcoin,2026-05-18 12:00:00+00:00,3600,46259.680943,77285.83,7.986328580742486e-05,60,DOWN,4.0,-0.1755143395259958,0.685,0.5094856604740042,0.3299999999999999,UP,False,-0.3149999999999999,-0.3415999999999999,
bitcoin-up-or-down-may-18-2026-9am-et,bitcoin,2026-05-18 13:00:00+00:00,3600,88348.70852899997,77639.99,7.094009721980559e-05,60,DOWN,3.0,-0.0829149562273711,0.425,0.3420850437726288,0.59,DOWN,True,0.425,0.3932,
bitcoin-up-or-down-may-18-2026-10am-et,bitcoin,2026-05-18 14:00:00+00:00,3600,61550.57123800003,76937.7,0.0001384808996255,60,UP,5.0,0.0624719199628436,0.445,0.5074719199628437,0.46,DOWN,False,-0.445,-0.4742,
bitcoin-up-or-down-may-18-2026-11am-et,bitcoin,2026-05-18 15:00:00+00:00,3600,73138.22454800003,76393.66,0.0001220802014123,60,DOWN,2.0,-0.1103896491723616,0.535,0.4246103508276384,0.48,UP,False,-0.4649999999999999,-0.4946,
bitcoin-up-or-down-may-18-2026-12pm-et,bitcoin,2026-05-18 16:00:00+00:00,3600,40740.135371999975,76409.46,9.862373860058924e-05,60,DOWN,1.0,-0.0790016069397178,0.505,0.4259983930602822,0.51,UP,False,-0.495,-0.5252,
bitcoin-up-or-down-may-18-2026-1pm-et,bitcoin,2026-05-18 17:00:00+00:00,3600,269289.539335,76410.0,8.705547217007402e-05,60,UP,2.0,0.0648407701327665,0.485,0.5498407701327666,0.5,UP,True,0.515,0.485,
bitcoin-up-or-down-may-18-2026-2pm-et,bitcoin,2026-05-18 18:00:00+00:00,3600,32004.997032000017,76706.38,5e-05,60,DOWN,2.0,-0.1132233073187469,0.465,0.3517766926812531,0.5499999999999999,DOWN,True,0.4650000000000001,0.434,
bitcoin-up-or-down-may-18-2026-3pm-et,bitcoin,2026-05-18 19:00:00+00:00,3600,38879.106568,76252.01,6.796429951508064e-05,60,UP,2.0,0.3518347256206373,0.57,0.9218347256206372,0.585,UP,True,0.43,0.3983,
bitcoin-up-or-down-may-18-2026-4pm-et,bitcoin,2026-05-18 20:00:00+00:00,3600,62624.353526000086,76928.0,0.0001182779048201,60,DOWN,3.0,-0.0535531752439697,0.605,0.5514468247560302,0.41,DOWN,True,0.605,0.5768,
bitcoin-up-or-down-may-18-2026-5pm-et,bitcoin,2026-05-18 21:00:00+00:00,3600,31202.50123100005,76909.92,5e-05,60,DOWN,2.0,-0.0981250177458495,0.505,0.4068749822541505,0.51,UP,False,-0.495,-0.5252,
bitcoin-up-or-down-may-18-2026-9pm-et,bitcoin,2026-05-19 01:00:00+00:00,3600,36427.384789999975,77140.86,5.106619073533414e-05,60,DOWN,1.0,-0.0775553875818413,0.485,0.4074446124181586,0.53,DOWN,True,0.485,0.4543999999999999,
bitcoin-up-or-down-may-18-2026-10pm-et,bitcoin,2026-05-19 02:00:00+00:00,3600,35440.13583399999,76667.01,6.291404042281398e-05,60,DOWN,4.0,-0.1720082039280945,0.555,0.3829917960719055,0.4599999999999999,DOWN,True,0.555,0.5258,
bitcoin-up-or-down-may-19-2026-1am-et,bitcoin,2026-05-19 05:00:00+00:00,3600,55489.16269999997,76927.25,5e-05,60,UP,5.0,0.0868134195734273,0.385,0.4718134195734274,0.4,DOWN,False,-0.385,-0.413,
bitcoin-up-or-down-may-19-2026-3am-et,bitcoin,2026-05-19 07:00:00+00:00,3600,40138.14652799993,77029.41,5e-05,60,UP,6.0,0.0527309020940934,0.405,0.4577309020940934,0.42,UP,True,0.595,0.5666,
